customer_id,first_name,last_name,email,country,Total_spent,Country_rank,overall_rank
518,GABRIEL,HARDER,GABRIEL.HARDER@sakilacustomer.org,Turkey,111.74,8,288
116,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,Indonesia,111.73,6,290
579,DARYL,LARUE,DARYL.LARUE@sakilacustomer.org,Iraq,111.73,1,290
396,EARL,SHANKS,EARL.SHANKS@sakilacustomer.org,Japan,111.73,16,290
213,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,Yemen,111.72,3,293
592,TERRANCE,ROUSH,TERRANCE.ROUSH@sakilacustomer.org,Hungary,111.71,1,294
28,CYNTHIA,YOUNG,CYNTHIA.YOUNG@sakilacustomer.org,India,111.68,28,295
375,AARON,SELBY,AARON.SELBY@sakilacustomer.org,"Congo, The Democratic Republic of the",110.76,1,296
258,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,"Dominican Republic",110.76,1,296
417,TRAVIS,ESTEP,TRAVIS.ESTEP@sakilacustomer.org,"Saudi Arabia",110.75,2,298
231,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,India,110.74,29,299
40,AMANDA,CARTER,AMANDA.CARTER@sakilacustomer.org,Morocco,110.73,2,300
190,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,Tanzania,110.73,3,300
90,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,China,110.72,24,302
559,EVERETT,BANDA,EVERETT.BANDA@sakilacustomer.org,Egypt,110.72,4,302
376,RANDY,GAITHER,RANDY.GAITHER@sakilacustomer.org,"Russian Federation",110.72,12,302
563,KEN,PREWITT,KEN.PREWITT@sakilacustomer.org,Romania,110.71,2,305
424,KYLE,SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,China,110.70,25,306
135,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,India,110.70,30,306
138,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,China,110.66,26,308
477,DAN,PAINE,DAN.PAINE@sakilacustomer.org,"United Kingdom",109.78,5,309
460,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,Colombia,109.75,4,310
193,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,Kenya,109.75,2,310
562,WALLACE,SLONE,WALLACE.SLONE@sakilacustomer.org,Nigeria,109.75,8,310
155,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,Switzerland,109.75,1,310
305,RICHARD,MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,"United States",109.75,20,310
121,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,India,109.74,31,315
333,ANDREW,PURDY,ANDREW.PURDY@sakilacustomer.org,Azerbaijan,109.73,2,316
471,DEAN,SAUER,DEAN.SAUER@sakilacustomer.org,"South Africa",109.73,6,316
574,JULIAN,VEST,JULIAN.VEST@sakilacustomer.org,Japan,109.72,17,318
290,KRISTINA,CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,Venezuela,109.72,3,318
405,LEONARD,SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org,Argentina,109.68,7,320
47,FRANCES,PARKER,FRANCES.PARKER@sakilacustomer.org,Brazil,108.78,14,321
541,DARREN,WINDHAM,DARREN.WINDHAM@sakilacustomer.org,Italy,108.76,5,322
201,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,Germany,108.75,5,323
572,SIDNEY,BURLESON,SIDNEY.BURLESON@sakilacustomer.org,Poland,108.75,5,323
587,SERGIO,STANFIELD,SERGIO.STANFIELD@sakilacustomer.org,Mexico,108.74,14,325
145,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,"South Africa",108.72,7,326
275,CAROLE,BARNETT,CAROLE.BARNETT@sakilacustomer.org,"United States",108.70,21,327
246,MARIAN,MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,Brazil,107.77,15,328
249,DORA,MEDINA,DORA.MEDINA@sakilacustomer.org,China,107.77,27,328
127,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,"Russian Federation",107.76,13,330
553,MAX,PITT,MAX.PITT@sakilacustomer.org,Yugoslavia,107.76,2,330
261,DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,Philippines,107.74,12,332
109,EDNA,WEST,EDNA.WEST@sakilacustomer.org,"South Africa",107.74,8,332
581,VIRGIL,WOFFORD,VIRGIL.WOFFORD@sakilacustomer.org,Mexico,107.73,15,334
52,JULIE,SANCHEZ,JULIE.SANCHEZ@sakilacustomer.org,Spain,107.71,3,335
418,JEFF,EAST,JEFF.EAST@sakilacustomer.org,"Dominican Republic",107.70,2,336
452,TOM,MILNER,TOM.MILNER@sakilacustomer.org,"United Arab Emirates",107.68,2,337
379,CARLOS,COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,India,106.77,32,338
341,PETER,MENARD,PETER.MENARD@sakilacustomer.org,Netherlands,106.77,2,338
345,CARL,ARTIS,CARL.ARTIS@sakilacustomer.org,Paraguay,106.77,1,338
11,LISA,ANDERSON,LISA.ANDERSON@sakilacustomer.org,Japan,106.76,18,341
98,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,"United Arab Emirates",106.75,3,342
160,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,"Russian Federation",106.73,14,343
381,BOBBY,BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,Anguilla,106.65,1,344
429,FREDERICK,ISBELL,FREDERICK.ISBELL@sakilacustomer.org,Japan,105.79,19,345
414,VINCENT,RALSTON,VINCENT.RALSTON@sakilacustomer.org,Mexico,105.75,16,346
150,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,Mexico,105.75,16,346
517,BRAD,MCCURDY,BRAD.MCCURDY@sakilacustomer.org,Taiwan,105.75,8,346
308,THOMAS,GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,"United States",105.75,22,346
96,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,"United States",105.73,23,350
397,JIMMY,SCHRADER,JIMMY.SCHRADER@sakilacustomer.org,"Russian Federation",105.71,15,351
247,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,Mexico,104.78,18,352
466,LEO,EBERT,LEO.EBERT@sakilacustomer.org,China,104.77,28,353
409,RODNEY,MOELLER,RODNEY.MOELLER@sakilacustomer.org,Nigeria,104.77,9,353
270,LEAH,CURTIS,LEAH.CURTIS@sakilacustomer.org,Poland,104.75,6,355
31,BRENDA,WRIGHT,BRENDA.WRIGHT@sakilacustomer.org,India,104.74,33,356
425,FRANCIS,SIKES,FRANCIS.SIKES@sakilacustomer.org,Mexico,104.74,19,356
312,MARK,RINEHART,MARK.RINEHART@sakilacustomer.org,"Saudi Arabia",104.74,3,356
391,CLARENCE,GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,Japan,104.70,20,359
65,ROSE,HOWARD,ROSE.HOWARD@sakilacustomer.org,"French Guiana",103.78,1,360
365,BRUCE,SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,Japan,103.77,21,361
519,RON,DELUCA,RON.DELUCA@sakilacustomer.org,Japan,103.77,21,361
475,PEDRO,CHESTNUT,PEDRO.CHESTNUT@sakilacustomer.org,Ukraine,103.76,5,363
546,KELLY,KNOTT,KELLY.KNOTT@sakilacustomer.org,China,103.75,29,364
324,GARY,COY,GARY.COY@sakilacustomer.org,China,103.75,29,364
537,CLINTON,BUFORD,CLINTON.BUFORD@sakilacustomer.org,"United States",103.75,24,364
199,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,Vietnam,103.75,5,364
202,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,India,103.74,34,368
383,MARTIN,BALES,MARTIN.BALES@sakilacustomer.org,Angola,103.73,2,369
74,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,Brazil,103.73,16,369
282,JENNY,CASTRO,JENNY.CASTRO@sakilacustomer.org,"Puerto Rico",103.73,2,369
374,JEREMY,HURTADO,JEREMY.HURTADO@sakilacustomer.org,Brazil,103.72,17,372
12,NANCY,THOMAS,NANCY.THOMAS@sakilacustomer.org,India,103.72,35,372
100,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,"Russian Federation",102.76,16,374
445,MICHEAL,FORMAN,MICHEAL.FORMAN@sakilacustomer.org,Argentina,102.74,8,375
367,ADAM,GOOCH,ADAM.GOOCH@sakilacustomer.org,India,101.78,36,376
554,DWAYNE,OLVERA,DWAYNE.OLVERA@sakilacustomer.org,India,101.78,36,376
480,COREY,HAUSER,COREY.HAUSER@sakilacustomer.org,Turkey,101.78,9,376
359,WILLIE,MARKHAM,WILLIE.MARKHAM@sakilacustomer.org,Argentina,101.75,9,379
156,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,Nigeria,101.75,10,379
83,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,"South Africa",101.75,9,379
219,WILLIE,HOWELL,WILLIE.HOWELL@sakilacustomer.org,Argentina,101.74,10,382
387,JESSE,SCHILLING,JESSE.SCHILLING@sakilacustomer.org,"Congo, The Democratic Republic of the",101.74,2,382
298,ERIKA,PENA,ERIKA.PENA@sakilacustomer.org,Finland,101.74,1,382
385,PHILLIP,HOLM,PHILLIP.HOLM@sakilacustomer.org,Japan,101.74,23,382
509,RAUL,FORTIER,RAUL.FORTIER@sakilacustomer.org,India,100.80,38,386
55,DORIS,REED,DORIS.REED@sakilacustomer.org,"Russian Federation",100.78,17,387
106,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,"Russian Federation",100.77,18,388
123,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,India,100.76,39,389
456,RONNIE,RICKETTS,RONNIE.RICKETTS@sakilacustomer.org,Senegal,100.75,1,390
474,DUSTIN,GILLETTE,DUSTIN.GILLETTE@sakilacustomer.org,Netherlands,100.74,3,391
303,WILLIAM,SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,Yemen,100.74,4,391
77,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,Brazil,100.72,18,393
361,LAWRENCE,LAWTON,LAWRENCE.LAWTON@sakilacustomer.org,Cameroon,100.69,1,394
64,JUDITH,COX,JUDITH.COX@sakilacustomer.org,China,100.67,31,395
449,OSCAR,AQUINO,OSCAR.AQUINO@sakilacustomer.org,Iran,99.80,4,396
489,RICARDO,MEADOR,RICARDO.MEADOR@sakilacustomer.org,Japan,99.79,24,397
67,KELLY,TORRES,KELLY.TORRES@sakilacustomer.org,China,99.78,32,398
352,ALBERT,CROUSE,ALBERT.CROUSE@sakilacustomer.org,Cameroon,99.77,2,399
437,RANDALL,NEUMANN,RANDALL.NEUMANN@sakilacustomer.org,"Dominican Republic",99.77,3,399
192,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,India,99.77,40,399
547,KURT,EMMONS,KURT.EMMONS@sakilacustomer.org,Japan,99.77,25,399
511,CHESTER,BENNER,CHESTER.BENNER@sakilacustomer.org,China,99.76,33,403
43,CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,"French Polynesia",99.76,2,403
10,DOROTHY,TAYLOR,DOROTHY.TAYLOR@sakilacustomer.org,Iran,99.75,5,405
597,FREDDIE,DUGGAN,FREDDIE.DUGGAN@sakilacustomer.org,Peru,99.75,4,405
570,IVAN,CROMWELL,IVAN.CROMWELL@sakilacustomer.org,Mexico,99.74,20,407
580,ROSS,GREY,ROSS.GREY@sakilacustomer.org,Philippines,99.73,13,408
72,THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,Philippines,99.70,14,409
272,KAY,CALDWELL,KAY.CALDWELL@sakilacustomer.org,China,98.80,34,410
17,DONNA,THOMPSON,DONNA.THOMPSON@sakilacustomer.org,"Russian Federation",98.79,19,411
443,FRANCISCO,SKIDMORE,FRANCISCO.SKIDMORE@sakilacustomer.org,Brazil,98.78,19,412
544,CODY,NOLEN,CODY.NOLEN@sakilacustomer.org,Brazil,98.78,19,412
180,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,Colombia,98.77,5,414
217,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,India,98.77,41,414
175,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,India,98.76,42,416
60,MILDRED,BAILEY,MILDRED.BAILEY@sakilacustomer.org,India,98.75,43,417
264,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,Japan,98.75,26,417
516,ELMER,NOE,ELMER.NOE@sakilacustomer.org,Cambodia,98.74,1,419
133,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,Mexico,98.73,21,420
310,DANIEL,CABRAL,DANIEL.CABRAL@sakilacustomer.org,Brazil,97.80,21,421
505,RAFAEL,ABNEY,RAFAEL.ABNEY@sakilacustomer.org,Philippines,97.79,15,422
73,BEVERLY,BROOKS,BEVERLY.BROOKS@sakilacustomer.org,Taiwan,97.76,9,423
422,MELVIN,ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org,China,97.74,35,424
182,RENEE,LANE,RENEE.LANE@sakilacustomer.org,"United States",97.74,25,424
111,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,Venezuela,97.74,4,424
498,GENE,SANBORN,GENE.SANBORN@sakilacustomer.org,Oman,97.73,1,427
461,DEREK,BLAKELY,DEREK.BLAKELY@sakilacustomer.org,Philippines,97.72,16,428
578,WILLARD,LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org,Mexico,96.78,22,429
101,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,"Saudi Arabia",96.76,4,430
69,JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,Algeria,96.75,3,431
326,JOSE,ANDREW,JOSE.ANDREW@sakilacustomer.org,"Saint Vincent and the Grenadines",96.75,1,431
551,CLAYTON,BARBEE,CLAYTON.BARBEE@sakilacustomer.org,Brazil,96.74,22,433
561,IAN,STILL,IAN.STILL@sakilacustomer.org,"United States",96.73,26,434
596,ENRIQUE,FORSYTHE,ENRIQUE.FORSYTHE@sakilacustomer.org,Greece,96.72,2,435
476,DERRICK,BOURQUE,DERRICK.BOURQUE@sakilacustomer.org,Canada,95.78,3,436
169,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,China,95.78,36,436
488,SHANE,MILLARD,SHANE.MILLARD@sakilacustomer.org,Mexico,95.78,23,436
431,JOEL,FRANCISCO,JOEL.FRANCISCO@sakilacustomer.org,Bolivia,95.77,1,439
216,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,Brazil,95.77,23,439
37,PAMELA,BAKER,PAMELA.BAKER@sakilacustomer.org,China,95.77,37,439
364,BENJAMIN,VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,Mexico,95.77,24,439
291,TONI,HOLT,TONI.HOLT@sakilacustomer.org,"United States",95.77,27,439
24,KIMBERLY,LEE,KIMBERLY.LEE@sakilacustomer.org,Argentina,95.75,11,444
232,CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,Nigeria,95.75,11,444
507,EDGAR,RHOADS,EDGAR.RHOADS@sakilacustomer.org,Turkey,95.75,10,444
132,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,"South Africa",95.72,10,447
542,LONNIE,TIRADO,LONNIE.TIRADO@sakilacustomer.org,Indonesia,94.82,7,448
238,NELLIE,GARRETT,NELLIE.GARRETT@sakilacustomer.org,India,94.79,44,449
68,NICOLE,PETERSON,NICOLE.PETERSON@sakilacustomer.org,India,94.78,45,450
134,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,Egypt,94.77,5,451
153,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,Indonesia,94.76,8,452
330,SCOTT,SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,"United States",94.75,28,453
142,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,"United Kingdom",94.74,6,454
189,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,Canada,93.78,4,455
81,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,Madagascar,93.78,1,455
523,HARVEY,GUAJARDO,HARVEY.GUAJARDO@sakilacustomer.org,Vietnam,93.78,6,455
415,GLENN,PULLEN,GLENN.PULLEN@sakilacustomer.org,Netherlands,93.77,4,458
130,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,Brazil,93.76,24,459
229,TAMARA,NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,Brazil,93.75,25,460
235,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,Colombia,93.75,6,460
377,HOWARD,FORTNER,HOWARD.FORTNER@sakilacustomer.org,Iran,93.74,6,462
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,"United States",93.72,29,463
301,ROBERT,BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,"Russian Federation",92.79,20,464
174,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,Venezuela,92.79,5,464
104,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,France,92.76,2,466
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,"New Zealand",92.76,1,466
188,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,Philippines,92.75,17,468
228,ALLISON,STANLEY,ALLISON.STANLEY@sakilacustomer.org,Cambodia,92.73,2,469
151,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,China,92.73,38,469
36,KATHLEEN,ADAMS,KATHLEEN.ADAMS@sakilacustomer.org,Iran,92.73,7,469
212,WILMA,RICHARDS,WILMA.RICHARDS@sakilacustomer.org,"United States",91.80,30,472
33,ANNA,HILL,ANNA.HILL@sakilacustomer.org,Italy,91.79,6,473
399,DANNY,ISOM,DANNY.ISOM@sakilacustomer.org,Pakistan,91.79,4,473
222,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,"Russian Federation",91.79,21,473
325,TIMOTHY,BUNN,TIMOTHY.BUNN@sakilacustomer.org,Brazil,91.78,26,476
18,CAROL,GARCIA,CAROL.GARCIA@sakilacustomer.org,Nigeria,91.78,12,476
93,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,China,91.77,39,478
392,SEAN,DOUGLASS,SEAN.DOUGLASS@sakilacustomer.org,Ethiopia,91.77,1,478
564,BOB,PFEIFFER,BOB.PFEIFFER@sakilacustomer.org,China,91.76,40,480
99,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,"South Korea",91.76,4,480
382,VICTOR,BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,"United States",91.76,31,480
463,DARRELL,POWER,DARRELL.POWER@sakilacustomer.org,Canada,91.75,5,483
435,RICKY,SHELBY,RICKY.SHELBY@sakilacustomer.org,China,91.75,41,483
215,JESSIE,BANKS,JESSIE.BANKS@sakilacustomer.org,Bulgaria,91.74,2,485
208,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,India,91.74,46,485
115,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,Mexico,91.70,25,487
552,HUGH,WALDROP,HUGH.WALDROP@sakilacustomer.org,China,90.79,42,488
539,MATHEW,BOLIN,MATHEW.BOLIN@sakilacustomer.org,Venezuela,90.78,6,489
328,JEFFREY,SPEAR,JEFFREY.SPEAR@sakilacustomer.org,Indonesia,90.77,9,490
184,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,Netherlands,90.77,5,490
501,RUBEN,GEARY,RUBEN.GEARY@sakilacustomer.org,Poland,89.79,7,492
545,JULIO,NOLAND,JULIO.NOLAND@sakilacustomer.org,Ukraine,89.79,6,492
143,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,Turkey,89.78,11,494
313,DONALD,MAHON,DONALD.MAHON@sakilacustomer.org,China,89.77,43,495
233,LILLIE,KIM,LILLIE.KIM@sakilacustomer.org,Egypt,89.77,6,495
9,MARGARET,MOORE,MARGARET.MOORE@sakilacustomer.org,Oman,89.77,2,495
34,REBECCA,SCOTT,REBECCA.SCOTT@sakilacustomer.org,Japan,89.76,27,498
351,JACK,FOUST,JACK.FOUST@sakilacustomer.org,"Russian Federation",89.76,22,498
384,ERNEST,STEPP,ERNEST.STEPP@sakilacustomer.org,China,89.75,44,500
419,CHAD,CARBONE,CHAD.CARBONE@sakilacustomer.org,India,89.75,47,500
450,JAY,ROBB,JAY.ROBB@sakilacustomer.org,Indonesia,89.74,10,502
357,KEITH,RICO,KEITH.RICO@sakilacustomer.org,Slovakia,89.74,1,502
483,VERNON,CHAPA,VERNON.CHAPA@sakilacustomer.org,Turkey,88.82,12,504
203,TARA,RYAN,TARA.RYAN@sakilacustomer.org,Indonesia,88.80,11,505
496,TYLER,WREN,TYLER.WREN@sakilacustomer.org,China,88.79,45,506
440,BERNARD,COLBY,BERNARD.COLBY@sakilacustomer.org,India,88.78,48,507
534,CHRISTIAN,JUNG,CHRISTIAN.JUNG@sakilacustomer.org,India,88.76,49,508
369,FRED,WHEAT,FRED.WHEAT@sakilacustomer.org,Mexico,88.75,26,509
278,BILLIE,HORTON,BILLIE.HORTON@sakilacustomer.org,Turkey,88.74,13,510
194,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,Japan,87.82,28,511
524,JARED,ELY,JARED.ELY@sakilacustomer.org,Indonesia,87.81,12,512
226,MAUREEN,LITTLE,MAUREEN.LITTLE@sakilacustomer.org,Paraguay,87.79,2,513
88,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,"South Korea",87.79,5,513
85,ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,"United Kingdom",87.77,7,515
455,JON,WILES,JON.WILES@sakilacustomer.org,Bolivia,87.76,2,516
227,COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,Germany,87.76,6,516
195,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,Germany,86.81,7,518
478,LEWIS,LYMAN,LEWIS.LYMAN@sakilacustomer.org,Israel,86.81,3,518
165,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,China,86.79,46,520
283,FELICIA,SUTTON,FELICIA.SUTTON@sakilacustomer.org,China,86.72,47,521
567,ALFREDO,MCADAMS,ALFREDO.MCADAMS@sakilacustomer.org,"Russian Federation",85.80,23,522
412,ALLEN,BUTTERFIELD,ALLEN.BUTTERFIELD@sakilacustomer.org,India,85.79,50,523
315,KENNETH,GOODEN,KENNETH.GOODEN@sakilacustomer.org,Israel,84.83,4,524
79,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,Japan,84.78,29,525
394,CHRIS,BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,Spain,84.78,4,525
185,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,Iran,84.77,8,527
62,JOAN,COOPER,JOAN.COOPER@sakilacustomer.org,"United States",84.77,32,527
140,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,"United States",83.82,33,529
599,AUSTIN,CINTRON,AUSTIN.CINTRON@sakilacustomer.org,China,83.81,48,530
152,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,India,83.79,51,531
556,ARMANDO,GRUBER,ARMANDO.GRUBER@sakilacustomer.org,"United Kingdom",83.79,8,531
598,WADE,DELVALLE,WADE.DELVALLE@sakilacustomer.org,Switzerland,83.78,2,533
118,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,"United States",82.79,34,534
543,LANCE,PEMBERTON,LANCE.PEMBERTON@sakilacustomer.org,Morocco,82.78,3,535
243,LYDIA,BURKE,LYDIA.BURKE@sakilacustomer.org,Argentina,82.76,12,536
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,Myanmar,81.78,2,537
527,CORY,MEEHAN,CORY.MEEHAN@sakilacustomer.org,Belarus,81.76,2,538
223,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,Pakistan,80.83,5,539
205,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,Paraguay,80.82,3,540
70,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,"Saudi Arabia",80.82,5,540
358,SAMUEL,MARLOW,SAMUEL.MARLOW@sakilacustomer.org,India,80.79,52,542
521,ROLAND,SOUTH,ROLAND.SOUTH@sakilacustomer.org,China,80.77,49,543
288,BOBBIE,CRAIG,BOBBIE.CRAIG@sakilacustomer.org,Mexico,80.76,27,544
411,NORMAN,CURRIER,NORMAN.CURRIER@sakilacustomer.org,Indonesia,80.74,13,545
548,ALLAN,CORNISH,ALLAN.CORNISH@sakilacustomer.org,Philippines,79.81,18,546
402,LUIS,YANEZ,LUIS.YANEZ@sakilacustomer.org,France,79.80,3,547
94,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,Philippines,79.79,19,548
420,JACOB,LANCE,JACOB.LANCE@sakilacustomer.org,"United States",79.79,35,548
430,RAY,HOULE,RAY.HOULE@sakilacustomer.org,"Russian Federation",79.78,24,550
398,ANTONIO,MEEK,ANTONIO.MEEK@sakilacustomer.org,Brazil,78.84,27,551
428,HERBERT,KRUGER,HERBERT.KRUGER@sakilacustomer.org,"Russian Federation",78.80,25,552
335,GREGORY,MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,Tunisia,78.77,1,553
95,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,India,77.82,53,554
549,NELSON,CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org,Spain,77.80,5,555
76,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,Kazakstan,77.77,2,556
48,ANN,EVANS,ANN.EVANS@sakilacustomer.org,"Russian Federation",76.83,26,557
224,PEARL,GARZA,PEARL.GARZA@sakilacustomer.org,India,76.78,54,558
530,DARRYL,ASHCRAFT,DARRYL.ASHCRAFT@sakilacustomer.org,Argentina,76.77,13,559
183,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,Brazil,76.77,28,559
413,MARVIN,YEE,MARVIN.YEE@sakilacustomer.org,India,75.79,55,561
555,DWIGHT,LOMBARDI,DWIGHT.LOMBARDI@sakilacustomer.org,"South Africa",74.83,11,562
525,ADRIAN,CLARY,ADRIAN.CLARY@sakilacustomer.org,Italy,74.81,7,563
191,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,"Russian Federation",74.80,27,564
514,FRANKLIN,TROUTMAN,FRANKLIN.TROUTMAN@sakilacustomer.org,China,74.78,50,565
464,JEROME,KENYON,JEROME.KENYON@sakilacustomer.org,Chile,73.84,3,566
344,HENRY,BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,Tonga,73.82,1,567
124,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,Turkey,73.82,14,567
250,JO,FOWLER,JO.FOWLER@sakilacustomer.org,Nigeria,73.80,13,569
401,TONY,CARRANZA,TONY.CARRANZA@sakilacustomer.org,Japan,73.79,30,570
350,JUAN,FRALEY,JUAN.FRALEY@sakilacustomer.org,"Russian Federation",73.77,28,571
557,FELIX,GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,Lithuania,73.76,1,572
353,JONATHAN,SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,Mexico,72.82,28,573
355,TERRY,GRISSOM,TERRY.GRISSOM@sakilacustomer.org,Japan,72.80,31,574
378,EUGENE,CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,China,71.81,51,575
